"","CID","Nome"
"435","V54","Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus"
"436","V54.0","Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"437","V54.1","Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - passageiro traumatizado em um acidente não-de-trânsito"
"438","V54.2","Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"439","V54.3","Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - ocupante não especificado de uma caminhonete traumatizado em um acidente não-de-trânsito"
"440","V54.4","Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa traumatizado ao subir ou descer do veículo"
"441","V54.5","Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor (motorista) traumatizado em um acidente de trânsito"
"442","V54.6","Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - passageiro traumatizado em um acidente de trânsito"
"443","V54.7","Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"444","V54.9","Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - ocupante não especificado de uma caminhonete traumatizado em um acidente de trânsito"
"445","V55","Ocupante de uma caminhonete traumatizado em colisão com um trem (comboio) ou veículo ferroviário"
"446","V55.0","Ocupante de uma caminhonete traumatizado em colisão com um trem (comboio) ou veículo ferroviário - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"447","V55.1","Ocupante de uma caminhonete traumatizado em colisão com um trem (comboio) ou veículo ferroviário - passageiro traumatizado em um acidente não-de-trânsito"
"448","V55.2","Ocupante de uma caminhonete traumatizado em colisão com um trem (comboio) ou veículo ferroviário - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"449","V55.3","Ocupante de uma caminhonete traumatizado em colisão com um trem (comboio) ou veículo ferroviário - ocupante não especificado de uma caminhonete traumatizado em um acidente não-de-trânsito"
"450","V55.4","Ocupante de uma caminhonete traumatizado em colisão com um trem (comboio) ou veículo ferroviário - pessoa traumatizado ao subir ou descer do veículo"
"451","V55.5","Ocupante de uma caminhonete traumatizado em colisão com um trem (comboio) ou veículo ferroviário - condutor (motorista) traumatizado em um acidente de trânsito"
"452","V55.6","Ocupante de uma caminhonete traumatizado em colisão com um trem (comboio) ou veículo ferroviário - passageiro traumatizado em um acidente de trânsito"
"453","V55.7","Ocupante de uma caminhonete traumatizado em colisão com um trem (comboio) ou veículo ferroviário - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"454","V55.9","Ocupante de uma caminhonete traumatizado em colisão com um trem (comboio) ou veículo ferroviário - ocupante não especificado de uma caminhonete traumatizado em um acidente de trânsito"
"455","V56","Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado"
"456","V56.0","Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"457","V56.1","Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em um acidente não-de-trânsito"
"458","V56.2","Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"459","V56.3","Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - ocupante não especificado de uma caminhonete traumatizado em um acidente não-de-trânsito"
"460","V56.4","Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - pessoa traumatizado ao subir ou descer do veículo"
"461","V56.5","Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - condutor (motorista) traumatizado em um acidente de trânsito"
"462","V56.6","Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em um acidente de trânsito"
"463","V56.7","Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"464","V56.9","Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - ocupante não especificado de uma caminhonete traumatizado em um acidente de trânsito"
"465","V57","Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado"
"466","V57.0","Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"467","V57.1","Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente não-de-trânsito"
"468","V57.2","Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"469","V57.3","Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - ocupante não especificado de uma caminhonete traumatizado em um acidente não-de-trânsito"
"470","V57.4","Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - pessoa traumatizado ao subir ou descer do veículo"
"471","V57.5","Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - condutor (motorista) traumatizado em um acidente de trânsito"
"472","V57.6","Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente de trânsito"
"473","V57.7","Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"474","V57.9","Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - ocupante não especificado de uma caminhonete traumatizado em um acidente de trânsito"
"475","V58","Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão"
"476","V58.0","Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"477","V58.1","Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em um acidente não-de-trânsito"
"478","V58.2","Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"479","V58.3","Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão - ocupante não especificado de uma caminhonete traumatizado em um acidente não-de-trânsito"
"480","V58.4","Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão - pessoa traumatizado ao subir ou descer do veículo"
"481","V58.5","Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão - condutor (motorista) traumatizado em um acidente de trânsito"
"482","V58.6","Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em um acidente de trânsito"
"483","V58.7","Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"484","V58.9","Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão - ocupante não especificado de uma caminhonete traumatizado em um acidente de trânsito"
"485","V59","Ocupante de uma caminhonete traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados"
"486","V59.0","Condutor (motorista) traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito"
"487","V59.1","Passageiro traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito"
"488","V59.2","Ocupante não especificado de uma caminhonete traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito"
"489","V59.3","Ocupante (qualquer) de uma caminhonete traumatizado em um acidente não especificado e não-de-trânsito"
"490","V59.4","Condutor (motorista) traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito"
"491","V59.5","Passageiro de uma caminhonete traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito"
"492","V59.6","Ocupante não especificado de uma caminhonete traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito"
"493","V59.8","Ocupante (qualquer) de uma caminhonete traumatizado em outros acidentes de transporte especificados"
"494","V59.9","Ocupante (qualquer) de uma caminhonete traumatizado em um acidente de trânsito não especificado"
"495","V60","Ocupante de um veículo de transporte pesado traumatizado em colisão com um pedestre ou um animal"
"496","V60.0","Ocupante de um veículo de transporte pesado traumatizado em colisão com um pedestre ou um animal - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"497","V60.1","Ocupante de um veículo de transporte pesado traumatizado em colisão com um pedestre ou um animal - passageiro traumatizado em um acidente não-de-trânsito"
"498","V60.2","Ocupante de um veículo de transporte pesado traumatizado em colisão com um pedestre ou um animal - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"499","V60.3","Ocupante de um veículo de transporte pesado traumatizado em colisão com um pedestre ou um animal - ocupante não especificado de um veículo de transporte pesado traumatizado em um acidente não-de-trânsito"
"500","V60.4","Ocupante de um veículo de transporte pesado traumatizado em colisão com um pedestre ou um animal - pessoa traumatizado ao subir ou descer do veículo"
"501","V60.5","Ocupante de um veículo de transporte pesado traumatizado em colisão com um pedestre ou um animal - condutor (motorista) traumatizado em um acidente de trânsito"
"502","V60.6","Ocupante de um veículo de transporte pesado traumatizado em colisão com um pedestre ou um animal - passageiro traumatizado em um acidente de trânsito"
"503","V60.7","Ocupante de um veículo de transporte pesado traumatizado em colisão com um pedestre ou um animal - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"504","V60.9","Ocupante de um veículo de transporte pesado traumatizado em colisão com um pedestre ou um animal - ocupante não especificado de um veículo de transporte pesado traumatizado em um acidente de trânsito"
"505","V61","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a pedal"
"506","V61.0","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a pedal - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"507","V61.1","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a pedal - passageiro traumatizado em um acidente não-de-trânsito"
"508","V61.2","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a pedal - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"509","V61.3","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a pedal - ocupante não especificado de um veículo de transporte pesado traumatizado em um acidente não-de-trânsito"
"510","V61.4","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a pedal - pessoa traumatizado ao subir ou descer do veículo"
"511","V61.5","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a pedal - condutor (motorista) traumatizado em um acidente de trânsito"
"512","V61.6","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a pedal - passageiro traumatizado em um acidente de trânsito"
"513","V61.7","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a pedal - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"514","V61.9","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a pedal - ocupante não especificado de um veículo de transporte pesado traumatizado em um acidente de trânsito"
"515","V62","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a motor de duas ou três rodas"
"516","V62.0","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a motor de duas ou três rodas - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"517","V62.1","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a motor de duas ou três rodas - passageiro traumatizado em um acidente não-de-trânsito"
"518","V62.2","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a motor de duas ou três rodas - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"519","V62.3","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a motor de duas ou três rodas - ocupante não especificado de um veículo de transporte pesado traumatizado em um acidente não-de-trânsito"
"520","V62.4","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a motor de duas ou três rodas - pessoa traumatizado ao subir ou descer do veículo"
"521","V62.5","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a motor de duas ou três rodas - condutor (motorista) traumatizado em um acidente de trânsito"
"522","V62.6","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a motor de duas ou três rodas - passageiro traumatizado em um acidente de trânsito"
"523","V62.7","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a motor de duas ou três rodas - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"524","V62.9","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a motor de duas ou três rodas - ocupante não especificado de um veículo de transporte pesado traumatizado em um acidente de trânsito"
"525","V63","Ocupante de um veículo de transporte pesado traumatizado em colisão com um automóvel (carro) ou uma caminhonete"
"526","V63.0","Ocupante de um veículo de transporte pesado traumatizado em colisão com um automóvel (carro) ou uma caminhonete - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"527","V63.1","Ocupante de um veículo de transporte pesado traumatizado em colisão com um automóvel (carro) ou uma caminhonete - passageiro traumatizado em um acidente não-de-trânsito"
"528","V63.2","Ocupante de um veículo de transporte pesado traumatizado em colisão com um automóvel (carro) ou uma caminhonete - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"529","V63.3","Ocupante de um veículo de transporte pesado traumatizado em colisão com um automóvel (carro) ou uma caminhonete - ocupante não especificado de um veículo de transporte pesado traumatizado em um acidente não-de-trânsito"
"530","V63.4","Ocupante de um veículo de transporte pesado traumatizado em colisão com um automóvel (carro) ou uma caminhonete - pessoa traumatizado ao subir ou descer do veículo"
"531","V63.5","Ocupante de um veículo de transporte pesado traumatizado em colisão com um automóvel (carro) ou uma caminhonete - condutor (motorista) traumatizado em um acidente de trânsito"
"532","V63.6","Ocupante de um veículo de transporte pesado traumatizado em colisão com um automóvel (carro) ou uma caminhonete - passageiro traumatizado em um acidente de trânsito"
"533","V63.7","Ocupante de um veículo de transporte pesado traumatizado em colisão com um automóvel (carro) ou uma caminhonete - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"534","V63.9","Ocupante de um veículo de transporte pesado traumatizado em colisão com um automóvel (carro) ou uma caminhonete - ocupante não especificado de um veículo de transporte pesado traumatizado em um acidente de trânsito"
"535","V64","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo de transporte pesado ou um ônibus"
"536","V64.0","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo de transporte pesado ou um ônibus - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"537","V64.1","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo de transporte pesado ou um ônibus - passageiro traumatizado em um acidente não-de-trânsito"
"538","V64.2","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo de transporte pesado ou um ônibus - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"539","V64.3","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo de transporte pesado ou um ônibus - ocupante não especificado de um veículo de transporte pesado traumatizado em um acidente não-de-trânsito"
"540","V64.4","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo de transporte pesado ou um ônibus - pessoa traumatizado ao subir ou descer do veículo"
"541","V64.5","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo de transporte pesado ou um ônibus - condutor (motorista) traumatizado em um acidente de trânsito"
"542","V64.6","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo de transporte pesado ou um ônibus - passageiro traumatizado em um acidente de trânsito"
"543","V64.7","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo de transporte pesado ou um ônibus - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"544","V64.9","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo de transporte pesado ou um ônibus - ocupante não especificado de um veículo de transporte pesado traumatizado em um acidente de trânsito"
"545","V65","Ocupante de um veículo de transporte pesado traumatizado em colisão com um trem (comboio) ou um veículo ferroviário"
"546","V65.0","Ocupante de um veículo de transporte pesado traumatizado em colisão com um trem (comboio) ou um veículo ferroviário - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"547","V65.1","Ocupante de um veículo de transporte pesado traumatizado em colisão com um trem (comboio) ou um veículo ferroviário - passageiro traumatizado em um acidente não-de-trânsito"
"548","V65.2","Ocupante de um veículo de transporte pesado traumatizado em colisão com um trem (comboio) ou um veículo ferroviário - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"549","V65.3","Ocupante de um veículo de transporte pesado traumatizado em colisão com um trem (comboio) ou um veículo ferroviário - ocupante não especificado de um veículo de transporte pesado traumatizado em um acidente não-de-trânsito"
"550","V65.4","Ocupante de um veículo de transporte pesado traumatizado em colisão com um trem (comboio) ou um veículo ferroviário - pessoa traumatizado ao subir ou descer do veículo"
"551","V65.5","Ocupante de um veículo de transporte pesado traumatizado em colisão com um trem (comboio) ou um veículo ferroviário - condutor (motorista) traumatizado em um acidente de trânsito"
"552","V65.6","Ocupante de um veículo de transporte pesado traumatizado em colisão com um trem (comboio) ou um veículo ferroviário - passageiro traumatizado em um acidente de trânsito"
"553","V65.7","Ocupante de um veículo de transporte pesado traumatizado em colisão com um trem (comboio) ou um veículo ferroviário - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"554","V65.9","Ocupante de um veículo de transporte pesado traumatizado em colisão com um trem (comboio) ou um veículo ferroviário - ocupante não especificado de um veículo de transporte pesado traumatizado em um acidente de trânsito"
"555","V66","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo não-motorizado"
"556","V66.0","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo não-motorizado - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"557","V66.1","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo não-motorizado - passageiro traumatizado em um acidente não-de-trânsito"
"558","V66.2","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo não-motorizado - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"559","V66.3","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo não-motorizado - ocupante não especificado de um veículo de transporte pesado traumatizado em um acidente não-de-trânsito"
"560","V66.4","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo não-motorizado - pessoa traumatizado ao subir ou descer do veículo"
"561","V66.5","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo não-motorizado - condutor (motorista) traumatizado em um acidente de trânsito"
"562","V66.6","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo não-motorizado - passageiro traumatizado em um acidente de trânsito"
"563","V66.7","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo não-motorizado - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"564","V66.9","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo não-motorizado - ocupante não especificado de um veículo de transporte pesado traumatizado em um acidente de trânsito"
"565","V67","Ocupante de um veículo de transporte pesado traumatizado em colisão com um objeto fixo ou parado"
"566","V67.0","Ocupante de um veículo de transporte pesado traumatizado em colisão com um objeto fixo ou parado - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"567","V67.1","Ocupante de um veículo de transporte pesado traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente não-de-trânsito"
"568","V67.2","Ocupante de um veículo de transporte pesado traumatizado em colisão com um objeto fixo ou parado - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"569","V67.3","Ocupante de um veículo de transporte pesado traumatizado em colisão com um objeto fixo ou parado - ocupante não especificado de um veículo de transporte pesado traumatizado em um acidente não-de-trânsito"
"570","V67.4","Ocupante de um veículo de transporte pesado traumatizado em colisão com um objeto fixo ou parado - pessoa traumatizado ao subir ou descer do veículo"
"571","V67.5","Ocupante de um veículo de transporte pesado traumatizado em colisão com um objeto fixo ou parado - condutor (motorista) traumatizado em um acidente de trânsito"
"572","V67.6","Ocupante de um veículo de transporte pesado traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente de trânsito"
"573","V67.7","Ocupante de um veículo de transporte pesado traumatizado em colisão com um objeto fixo ou parado - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"574","V67.9","Ocupante de um veículo de transporte pesado traumatizado em colisão com um objeto fixo ou parado - ocupante não especificado de um veículo de transporte pesado traumatizado em um acidente de trânsito"
"575","V68","Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte sem colisão"
"576","V68.0","Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte sem colisão - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"577","V68.1","Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em um acidente não-de-trânsito"
"578","V68.2","Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte sem colisão - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"579","V68.3","Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte sem colisão - ocupante não especificado de um veículo de transporte pesado traumatizado em um acidente não-de-trânsito"
"580","V68.4","Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte sem colisão - pessoa traumatizado ao subir ou descer do veículo"
"581","V68.5","Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte sem colisão - condutor (motorista) traumatizado em um acidente de trânsito"
"582","V68.6","Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em um acidente de trânsito"
"583","V68.7","Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte sem colisão - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"584","V68.9","Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte sem colisão - ocupante não especificado de um veículo de transporte pesado traumatizado em um acidente de trânsito"
"585","V69","Ocupante de um veículo de transporte pesado traumatizado em outros acidentes de transporte não especificados"
"586","V69.0","Condutor (motorista) traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito"
"587","V69.1","Passageiro traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito"
"588","V69.2","Ocupante não especificado de um veículo de transporte pesado traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito"
"589","V69.3","Ocupante (qualquer) de um veículo de transporte pesado traumatizado em um acidente não especificado e não-de-trânsito"
"590","V69.4","Condutor (motorista) traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito"
"591","V69.5","Passageiro traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito"
"592","V69.6","Ocupante não especificado de um veículo de transporte pesado traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito"
"593","V69.8","Ocupante (qualquer) de um veículo de transporte pesado traumatizado em outros acidentes de transporte especificados"
"594","V69.9","Ocupante (qualquer) de um veículo de transporte pesado traumatizado em um acidente de trânsito não especificado"
"595","V70","Ocupante de um ônibus traumatizado em colisão com um pedestre ou um animal"
"596","V70.0","Ocupante de um ônibus traumatizado em colisão com um pedestre ou um animal - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"597","V70.1","Ocupante de um ônibus traumatizado em colisão com um pedestre ou um animal - passageiro traumatizado em um acidente não-de-trânsito"
"598","V70.2","Ocupante de um ônibus traumatizado em colisão com um pedestre ou um animal - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"599","V70.3","Ocupante de um ônibus traumatizado em colisão com um pedestre ou um animal - ocupante não especificado de um ônibus traumatizado em um acidente não-de-trânsito"
"600","V70.4","Ocupante de um ônibus traumatizado em colisão com um pedestre ou um animal - pessoa traumatizado ao subir ou descer do veículo"
"601","V70.5","Ocupante de um ônibus traumatizado em colisão com um pedestre ou um animal - condutor (motorista) traumatizado em um acidente de trânsito"
"602","V70.6","Ocupante de um ônibus traumatizado em colisão com um pedestre ou um animal - passageiro traumatizado em um acidente de trânsito"
"603","V70.7","Ocupante de um ônibus traumatizado em colisão com um pedestre ou um animal - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"604","V70.9","Ocupante de um ônibus traumatizado em colisão com um pedestre ou um animal - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito"
"605","V71","Ocupante de um ônibus traumatizado em colisão com um veículo a pedal"
"606","V71.0","Ocupante de um ônibus traumatizado em colisão com um veículo a pedal - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"607","V71.1","Ocupante de um ônibus traumatizado em colisão com um veículo a pedal - passageiro traumatizado em um acidente não-de-trânsito"
"608","V71.2","Ocupante de um ônibus traumatizado em colisão com um veículo a pedal - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"609","V71.3","Ocupante de um ônibus traumatizado em colisão com um veículo a pedal - ocupante não especificado de um ônibus traumatizado em um acidente não-de-trânsito"
"610","V71.4","Ocupante de um ônibus traumatizado em colisão com um veículo a pedal - pessoa traumatizado ao subir ou descer do veículo"
"611","V71.5","Ocupante de um ônibus traumatizado em colisão com um veículo a pedal - condutor (motorista) traumatizado em um acidente de trânsito"
"612","V71.6","Ocupante de um ônibus traumatizado em colisão com um veículo a pedal - passageiro traumatizado em um acidente de trânsito"
"613","V71.7","Ocupante de um ônibus traumatizado em colisão com um veículo a pedal - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"614","V71.9","Ocupante de um ônibus traumatizado em colisão com um veículo a pedal - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito"
"615","V72","Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas"
"616","V72.0","Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"617","V72.1","Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas - passageiro traumatizado em um acidente não-de-trânsito"
"618","V72.2","Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"619","V72.3","Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas - ocupante não especificado de um ônibus traumatizado em um acidente não-de-trânsito"
"620","V72.4","Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas - pessoa traumatizado ao subir ou descer do veículo"
"621","V72.5","Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas - condutor (motorista) traumatizado em um acidente de trânsito"
"622","V72.6","Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas - passageiro traumatizado em um acidente de trânsito"
"623","V72.7","Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"624","V72.9","Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito"
"625","V73","Ocupante de um ônibus traumatizado em colisão com um automóvel (carro) ou uma caminhonete"
"626","V73.0","Ocupante de um ônibus traumatizado em colisão com um automóvel (carro) ou uma caminhonete - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"627","V73.1","Ocupante de um ônibus traumatizado em colisão com um automóvel (carro) ou uma caminhonete - passageiro traumatizado em um acidente não-de-trânsito"
"628","V73.2","Ocupante de um ônibus traumatizado em colisão com um automóvel (carro) ou uma caminhonete - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"629","V73.3","Ocupante de um ônibus traumatizado em colisão com um automóvel (carro) ou uma caminhonete - ocupante não especificado de um ônibus traumatizado em um acidente não-de-trânsito"
